QuestionId,Question,language,Type,Categorie,LLM,answer,correctness,relevance,specificity
28G,In welchen Indikationen erforscht ITM Radiopharmazeutika?,german,specific,research,mistral-large-2402,"ITM Isotope Technologies Munich SE is indeed a pharmaceutical company that specializes in the development, production, and global supply of targeted diagnostic and therapeutic radiopharmaceuticals. The company is focused on providing precision therapeutics for a range of cancer indications.

ITM's radiopharmaceuticals are used in both theranostics and targeted radionuclide therapy. Theranostics is a field that combines specific targeted therapy based on specific targeted diagnostic results, and targeted radionuclide therapy involves using radioactive substances to treat diseases like cancer.

Some of the indications that ITM is researching include:

1. Neuroendocrine Tumors: ITM is developing radiopharmaceuticals for the treatment of neuroendocrine tumors, which are rare cancers that begin in specialized cells called neuroendocrine cells.

2. Prostate Cancer: The company is also working on treatments for prostate cancer, one of the most common types of cancer in men.

3. Glioblastoma: This is a type of brain tumor that ITM is researching. Glioblastoma is an aggressive form of cancer that can be difficult to treat.

4. Osteosarcoma: This is a type of bone cancer that ITM is investigating. Osteosarcoma is most commonly found in children and young adults.

5. Other Cancers: ITM is also researching the potential of its radiopharmaceuticals in the treatment of other types of cancer, including breast, lung, and colorectal cancer.",,,
28E,In which indications does ITM research radiopharmaceuticals?,english,specific,research,mistral-large-2402,"ITM Isotope Technologies Munich SE is indeed a pharmaceutical company that specializes in the development, production, and global supply of targeted diagnostic and therapeutic radiopharmaceuticals. The company is focused on cancer and related diseases. Here are some of the indications they research radiopharmaceuticals for:

1. Neuroendocrine Tumors: ITM's lead therapeutic product candidate, Targeted Radionuclide Therapy, is used for treating neuroendocrine tumors, a type of cancer that can occur in various parts of the body.

2. Glioblastoma: This is a type of brain tumor. ITM is researching new methods for diagnosing and treating this condition using radiopharmaceuticals.

3. Prostate Cancer: ITM is also involved in the research of radiopharmaceuticals for the diagnosis and treatment of prostate cancer.

4. Osteoporosis: ITM's bone diagnostic portfolio includes a product for the diagnosis of osteoporosis.

5. Rheumatoid Arthritis: The company is also researching radiopharmaceuticals for the diagnosis of rheumatoid arthritis.

6. Other Oncology Indications: ITM is involved in various other oncology research projects, including the development of radiopharmaceuticals for the diagnosis and treatment of other types of cancer.",,,
29G,Welche Isotope werden in den Studien von ITM verwendet?,german,general,research,mistral-large-2402,"ITM Isotope Technologies Munich SE is a leading radiopharmaceutical biotech company dedicated to providing precision therapeutics and diagnostics for cancer treatment. They use various radioisotopes in their studies and therapies. Some of the isotopes they work with include:

1. Actinium-225 (Ac-225): This isotope is used in targeted alpha therapy (TAT), which is a highly precise form of radiopharmaceutical therapy. It emits high-energy alpha particles that can destroy cancer cells with minimal damage to healthy cells.

2. Lutetium-177 (Lu-177): This isotope is used in targeted radionuclide therapy (TRT) and is particularly effective in treating neuroendocrine tumors and prostate cancer. It emits medium-energy beta particles that can penetrate and destroy cancer cells.

3. Gallium-68 (Ga-68): This isotope is used in diagnostic imaging, particularly in positron emission tomography (PET) scans. It is a generator-based isotope and is used to label peptides for tumor diagnostics.

4. Indium-111 (In-111): This isotope is used for single photon emission computed tomography (SPECT) imaging.

5. Yttrium-90 (Y-90): This isotope is used in targeted radionuclide therapy (TRT). It emits high-energy beta particles that can penetrate and destroy cancer cells.

6. Terbium-161 (Tb-161): This isotope is used in targeted alpha therapy (TAT) and is currently in preclinical development.

These isotopes are used in various forms of radiopharmaceuticals, which are drugs that have a radioactive component. They can be used for both diagnostic imaging and therapy, depending on the specific needs of the patient.",,,
29E,Which isotopes are used in ITM's studies?,english,general,research,mistral-large-2402,"ITM Isotope Technologies Munich SE is a leading radiopharmaceutical biotech company that is dedicated to providing precision therapeutics and diagnostics for cancer treatment. They work with a variety of radioisotopes, but some of the most commonly used ones in their studies include:

1. Lutetium-177 (177Lu): This isotope is often used in targeted radionuclide therapy. It emits both beta particles (for therapy) and gamma rays (for imaging), making it suitable for therapeutic and diagnostic purposes.

2. Gallium-68 (68Ga): This isotope is used in positron emission tomography (PET) imaging. It's often used in conjunction with certain peptides to visualize and monitor certain types of tumors.

3. Actinium-225 (225Ac): This isotope is used in targeted alpha therapy, which is a promising new approach in cancer treatment. It emits alpha particles that can kill cancer cells with high precision.

4. Indium-111 (111In): This isotope is used for single-photon emission computed tomography (SPECT) imaging.

5. Yttrium-90 (90Y): This isotope is used in targeted radionuclide therapy. It's a pure beta emitter, making it particularly suitable for therapeutic applications.",,,
30G,Wann wurde ITM gegründet?,german,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE, often referred to as ITM, is indeed a pharmaceutical company based in Garching near Munich, Germany. It specializes in the development, production, and global supply of innovative diagnostic and therapeutic radiopharmaceuticals.

As for the founding date, ITM was established in 2004. Since then, it has been a significant player in the field of radioisotope production and radiopharmaceuticals, contributing to both research and patient care in the area of targeted radionuclide therapy and precision oncology.",,,
30E,When was ITM founded?	,english,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE, often simply referred to as ITM, is a leading radiopharmaceutical biotech company. It was founded in 2004 in Garching near Munich, Germany. The company is dedicated to the development, production, and global supply of targeted diagnostic and therapeutic radiopharmaceuticals for use in cancer treatment.",,,
31G,Welche Produkte hat ITM bereits auf dem Markt?,german,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE is a leading radiopharmaceutical biotech company dedicated to providing the most precise therapeutics and diagnostics for cancer treatment. The company has a portfolio of products and product candidates that address a range of cancer indications. Some of the products that ITM has developed and brought to market include:

1. EndolucinBeta® (n.c.a. 177Lu-Edotreotide): A targeted radioligand therapy for the treatment of neuroendocrine tumors.
2. Solucin® (n.c.a. 177Lu-DOTATOC): A radiopharmaceutical used for peptide receptor radionuclide therapy (PRRT) in neuroendocrine tumors.
3. Targeted Radionuclide Therapies based on Gallium-68 and Lutetium-177: ITM also offers a range of other targeted radionuclide therapies using Gallium-68 and Lutetium-177 for various cancer indications.
4. PET Diagnostic Radiopharmaceuticals: ITM provides a range of positron emission tomography (PET) diagnostic radiopharmaceuticals, such as Gallium-68, which is used for the diagnosis and staging of various cancers.

These products and therapies developed by ITM are designed to improve the precision and efficacy of cancer treatment, ultimately leading to better outcomes for patients.",,,
31E,Which products does ITM already have on the market?,english,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE is a leading radiopharmaceutical biotech company dedicated to providing precision therapeutics and diagnostics for cancer treatment. Their main focus is on the development, production, and global supply of targeted diagnostic and therapeutic radiopharmaceuticals.

As of now, some of the products that ITM has on the market include:

1. EndolucinBeta® (n.c.a. 177Lu) EDVOTEK®: This is a no-carrier-added Lutetium-177 (n.c.a. 177Lu), used in Targeted Radionuclide Therapy, such as neuroendocrine tumors.

2. GalliaPharm® (68Ga-Generator): This is a Germanium-68/Gallium-68 Generator used for the production of 68Ga eluate, which is used in the radiolabeling of PET radiopharmaceuticals.

3. IASOflu® (n.c.a. 18F): This is a no-carrier-added Fluorine-18, used in the production of PET radiopharmaceuticals.

4. IASOtope® (n.c.a. 68Ge): This is a no-carrier-added Germanium-68, used in the production of Gallium-68.

5. Solucin® (n.c.a. 177Lu) NOCARRIER ADDED®: This is a no-carrier-added Lutetium-177 chloride solution, used in Targeted Radionuclide Therapy.",,,
32G,An welchen Kongressen nimmt ITM teil?,german,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE participates in various conferences and congresses related to the pharmaceutical and radioisotope industry. Here are a few examples:

1. European Association of Nuclear Medicine (EANM) Annual Congress: This is one of the largest events in the field of nuclear medicine, and ITM often has a presence there.

2. Society of Nuclear Medicine and Molecular Imaging (SNMMI) Annual Meeting: This is another major international conference that ITM often attends.

3. American Society of Clinical Oncology (ASCO) Annual Meeting: Given ITM's focus on cancer therapies, they may also attend this significant oncology conference.

4. World Molecular Imaging Congress (WMIC): This congress focuses on molecular imaging, a field that ITM is involved in.

5. Radiological Society of North America (RSNA) Annual Meeting: This is one of the largest medical meetings in the world, and ITM may participate given their work in radiopharmaceuticals.",,,
32E,Which congresses does ITM participate in?,english,general,company,mistral-large-2402,"ITM Isotope Technologies Munich SE, a leading radiopharmaceutical biotech company, participates in various national and international congresses, conferences, and events related to the field of nuclear medicine, oncology, and radiopharmacy. While I cannot provide real-time or up-to-date information on specific events, I can tell you that ITM typically attends events like:

1. European Association of Nuclear Medicine (EANM) Annual Congress
2. Society of Nuclear Medicine and Molecular Imaging (SNMMI) Annual Meeting
3. American Society of Clinical Oncology (ASCO) Annual Meeting
4. European Society for Medical Oncology (ESMO) Congress
5. World Molecular Imaging Congress (WMIC)

It's essential to check ITM's official website or contact the company directly to obtain the most accurate and current information on the congresses and events they will be attending.",,,
33G,Wie funktioniert PRRT/Wie ist das Medikament zusammengesetzt?,german,general,mechanism of action,mistral-large-2402,"PRRT, or Peptide Receptor Radionuclide Therapy, is a type of targeted radionuclide therapy used to treat certain types of neuroendocrine tumors. The therapy involves the use of a radioactive substance that is specifically designed to bind to and be taken up by cancer cells, allowing for targeted delivery of radiation to the tumor.

The PRRT medication is typically composed of a radioactive isotope, such as Lutetium-177 or Yttrium-90, attached to a peptide molecule that targets specific receptors on the surface of cancer cells. These receptors are often overexpressed on neuroendocrine tumors, allowing for selective uptake of the radioactive substance by the tumor cells.

The peptide molecule used in PRRT is usually based on somatostatin, a hormone that regulates the release of other hormones in the body. Neuroendocrine tumors often express somatostatin receptors, making them a good target for this type of therapy.

Once the PRRT medication is administered, it travels through the bloodstream and is taken up by the tumor cells. The radioactive isotope then delivers a targeted dose of radiation to the tumor, damaging the DNA of the cancer cells and causing them to die.

Overall, PRRT is a highly targeted and effective therapy for certain types of neuroendocrine tumors, and is typically well-tolerated by patients. It is important to note that PRRT is a complex therapy that should be administered by experienced medical professionals in a specialized medical setting.",,,
33E,How does PRRT work/what is the drug made up of?,english,general,mechanism of action,mistral-large-2402,"PRRT, or Peptide Receptor Radionuclide Therapy, is a type of targeted therapy used for treating certain types of cancers, particularly neuroendocrine tumors. The therapy involves the use of radioactive isotopes that are bound to peptides, which are small proteins that can specifically bind to receptors on cancer cells.

The drug used in PRRT is typically made up of three main components:

1. A radioactive isotope, such as Lutetium-177 or Yttrium-90.
2. A peptide, such as octreotide or dotatate, which can bind to receptors on cancer cells.
3. A chelator, such as DOTA or DTPA, which binds the radioactive isotope to the peptide.

The drug is administered intravenously, and the peptide component of the drug targets and attaches to specific receptors on the surface of cancer cells. Once attached, the radioactive isotope delivers a high dose of radiation directly to the cancer cells, while minimizing exposure to healthy tissues. This targeted approach allows for more effective treatment of the cancer with fewer side effects compared to traditional radiation therapy.

ITM Isotope Technologies Munich SE is a leading company in the development and production of radioisotopes and radiopharmaceuticals for therapeutic and diagnostic applications, including PRRT. They are involved in the production of Lutetium-177, which is a commonly used radioisotope in PRRT.",,,
34G,Was ist die wichtigste Voraussetzung für die Behandlung mit PRRT?,german,general,requirements,mistral-large-2402,"The most important prerequisite for PRRT (Peptide Receptor Radionuclide Therapy) is the presence of neuroendocrine tumors that express sufficient levels of somatostatin receptors, which can be confirmed through a somatostatin receptor scintigraphy or a Gallium-68 DOTATATE PET/CT scan. Additionally, patients should have adequate bone marrow, liver, and kidney function, and should be able to tolerate the potential side effects of the treatment. It is also important that patients have a thorough discussion with their healthcare team about the potential risks and benefits of PRRT before undergoing the treatment.",,,
34E,What is the major requirement for a patient to be treated with PRRT?,english,general,requirements,mistral-large-2402,"The major requirement for a patient to be treated with Peptide Receptor Radionuclide Therapy (PRRT) is the presence of neuroendocrine tumors that express somatostatin receptors. These receptors are targeted by the radiolabeled peptides used in PRRT.

Additionally, patients should have:

1. Adequate organ function: Before starting PRRT, patients should have adequate bone marrow, kidney, and liver function. This is usually assessed through blood tests.

2. Adequate performance status: Patients should be well enough to carry out light work and be able to care for themselves.

3. Informed consent: Patients should be fully informed about the potential benefits and risks of PRRT and provide their consent for treatment.

4. Multidisciplinary team decision: The decision to treat a patient with PRRT should be made by a multidisciplinary team of healthcare professionals, including oncologists, nuclear medicine physicians, and radiologists.

5. Pre-therapy imaging: Patients should undergo pre-therapy imaging, such as a SPECT/CT or PET/CT scan, to confirm the presence of somatostatin receptor-positive tumors.

6. Amenable to follow-up: Patients should be amenable to regular follow-up appointments to monitor their response to treatment and manage any potential side effects.",,,
35G,Was ist Theranostik?	,german,general,definition,mistral-large-2402,"Theranostics is a field of medicine that combines therapeutics and diagnostics to create targeted and personalized treatments for patients. It involves the use of specific agents that can both diagnose and treat diseases, often using the same or similar compounds. This approach allows for more precise and efficient treatment, as well as improved patient outcomes.

ITM Isotope Technologies Munich SE specializes in the development, production, and global supply of radioisotopes and radiopharmaceuticals for theranostic applications. These radioisotopes are used for both diagnostic imaging and targeted therapy, primarily in oncology, but also in other areas such as cardiology and neurology. By using theranostics, medical professionals can tailor treatments to individual patients based on the specific characteristics of their diseases, leading to better treatment outcomes and reduced side effects.",,,
35E,What is theranostics?,english,general,definition,mistral-large-2402,"Theranostics is a field of medicine that combines therapeutics and diagnostics to form a single agent or a pair of agents that can be used to diagnose and treat diseases, particularly cancer. The term ""theranostics"" is a portmanteau of ""therapy"" and ""diagnostics"".

In the context of ITM Isotope Technologies Munich SE, they specialize in the development, production, and global supply of targeted diagnostic and therapeutic radiopharmaceuticals for use in cancer treatment. Their work in theranostics involves using radioisotopes that can both image the location and extent of the disease (diagnosis) and deliver radiation specifically to cancer cells (therapy). This approach allows for personalized treatment plans that can potentially improve patient outcomes.",,,
